,idf_weights
administrator,10.006856463880208
admins,8.75409349538484
adminstration,11.105468752548317
admintools,11.105468752548317
admiral,10.700003644440153
admire,9.719174391428426
admirer,11.105468752548317
admission,11.105468752548317
admit,8.332880030308536
adnan,11.105468752548317
adnauseam,11.105468752548317
ado,10.412321571988372
adob,11.105468752548317
adobe,5.324725236755988
adobeflash,10.412321571988372
adobeflashplayer,11.105468752548317
adodb,9.496030840114217
adolescent,11.105468752548317
adonis,11.105468752548317
adop,11.105468752548317
adopt,8.75409349538484
adopter,11.105468752548317
adoption,9.496030840114217
adorable,9.601391355772043
adore,10.700003644440153
adorn,11.105468752548317
adorner,10.700003644440153
adrants,11.105468752548317
adress,11.105468752548317
adrian,10.700003644440153
adriana,10.700003644440153
adriane,11.105468752548317
adrianne,11.105468752548317
adriatic,10.412321571988372
adsbygoogle,11.105468752548317
adselfservice,10.189178020674163
adsense,11.105468752548317
adsl,10.006856463880208
adtech,11.105468752548317
adtf,11.105468752548317
adtr,10.412321571988372
adtrotrain,11.105468752548317
adult,9.026027210868481
adv,10.700003644440153
advan,11.105468752548317
advanc,10.189178020674163
advance,6.938803528746591
advancement,10.189178020674163
advanci,11.105468752548317
advantage,8.802883659554272
advantech,10.412321571988372
adventure,9.496030840114217
adversary,10.412321571988372
adversity,11.105468752548317
advert,10.006856463880208
advertis,11.105468752548317
advertise,8.802883659554272
advertisement,9.719174391428426
advi,11.105468752548317
advic,11.105468752548317
advice,8.135054286978615
advise,9.852705784052949
adviser,10.700003644440153
adviso,11.105468752548317
advisor,9.233666575646726
advisory,5.550573058599833
advocacy,10.412321571988372
advocate,9.400720660309892
adware,9.313709283320263
adwords,10.189178020674163
aea,11.105468752548317
aec,10.700003644440153
aeddon,11.105468752548317
aegis,10.700003644440153
aerial,10.412321571988372
aero,11.105468752548317
aerodynamic,11.105468752548317
aeroplane,10.412321571988372
aerospike,10.700003644440153
aes,10.412321571988372
afa,10.700003644440153
afaik,10.412321571988372
afaria,10.700003644440153
afb,11.105468752548317
afbb,11.105468752548317
afebb,11.105468752548317
afeqa,11.105468752548317
affair,10.412321571988372
affect,6.520501273877745
affection,11.105468752548317
affidavit,10.412321571988372
affiliate,10.189178020674163
affirm,11.105468752548317
affirmative,11.105468752548317
affirmatively,11.105468752548317
affliction,10.412321571988372
affligem,11.105468752548317
afford,9.400720660309892
affordable,10.412321571988372
afghan,11.105468752548317
afghanistan,11.105468752548317
afl,10.700003644440153
aflcmc,11.105468752548317
afp,11.105468752548317
afpl,10.700003644440153
afra,11.105468752548317
afraid,8.502779067103933
afriad,11.105468752548317
africa,9.719174391428426
african,10.700003644440153
afro,11.105468752548317
aft,10.700003644440153
afte,10.189178020674163
aftenoon,11.105468752548317
aftermath,11.105468752548317
afternoon,10.006856463880208
afterparty,11.105468752548317
afterward,10.189178020674163
aga,10.700003644440153
agains,11.105468752548317
agatasoft,11.105468752548317
agayev,11.105468752548317
age,8.215096994652153
agenci,11.105468752548317
agency,8.302108371641783
agenda,10.189178020674163
agent,7.991953443337943
aggr,11.105468752548317
aggravation,11.105468752548317
aggress,11.105468752548317
aggression,11.105468752548317
aggressive,9.601391355772043
aggressively,10.700003644440153
aggrivation,10.412321571988372
agiiiinnnn,11.105468752548317
agile,10.006856463880208
agilebits,10.006856463880208
agility,10.700003644440153
agnostic,10.700003644440153
ago,7.036441998310506
agony,10.189178020674163
agreat,11.105468752548317
agree,7.071228114395922
agreement,10.189178020674163
agtlucas,10.412321571988372
aguilera,11.105468752548317
aha,9.719174391428426
ahaa,11.105468752548317
ahaah,11.105468752548317
ahah,9.233666575646726
ahaha,8.54051939508678
ahahaaa,11.105468752548317
ahahaahahahaha,11.105468752548317
ahahah,11.105468752548317
ahahaha,9.601391355772043
ahahahaha,10.189178020674163
ahahahahaha,10.189178020674163
ahahahahahahaha,11.105468752548317
ahead,7.948468331398204
ahem,10.189178020674163
ahh,8.854176953941822
ahha,10.412321571988372
ahhaaha,11.105468752548317
ahhaha,10.700003644440153
ahhahar,11.105468752548317
ahhh,8.75409349538484
ahhhh,10.412321571988372
ahhhhh,10.700003644440153
ahhhhhhhhh,11.105468752548317
ahnaf,11.105468752548317
ahoy,10.700003644440153
ahve,10.700003644440153
aid,8.579740108240062
aidan,10.006856463880208
aidcve,11.105468752548317
aiden,11.105468752548317
aiengine,11.105468752548317
aig,11.105468752548317
aight,11.105468752548317
aiint,11.105468752548317
aiken,10.412321571988372
ail,10.412321571988372
aim,7.828324019556141
aint,8.161029773381877
aintchur,11.105468752548317
air,7.332707814453679
airband,11.105468752548317
aircrack,11.105468752548317
aircraft,11.105468752548317
airdroid,11.105468752548317
airgapped,10.700003644440153
airgapping,11.105468752548317
airline,10.006856463880208
airplane,10.412321571988372
airplaning,11.105468752548317
airpod,11.105468752548317
airport,8.707573479749946
airpower,11.105468752548317
airship,11.105468752548317
airsoft,11.105468752548317
airtel,11.105468752548317
airtime,11.105468752548317
airwatch,9.400720660309892
airway,11.105468752548317
aite,11.105468752548317
aitken,10.412321571988372
aix,7.65548120671673
aixtron,11.105468752548317
aiyana,10.700003644440153
aja,10.412321571988372
ajax,9.400720660309892
ajeet,11.105468752548317
ajit,9.852705784052949
ajudar,11.105468752548317
ajula,11.105468752548317
ajung,11.105468752548317
aka,8.243267871618848
akamai,11.105468752548317
akbar,11.105468752548317
akbuilder,10.412321571988372
akc,11.105468752548317
ake,11.105468752548317
akekeke,11.105468752548317
aking,11.105468752548317
akismet,11.105468752548317
akron,10.700003644440153
akshay,11.105468752548317
aku,10.700003644440153
ala,7.244739041507722
alabama,10.412321571988372
alameda,10.412321571988372
alan,9.233666575646726
alanis,11.105468752548317
alanna,10.700003644440153
alarm,9.026027210868481
alarmanlagen,10.700003644440153
alaska,10.189178020674163
alaskan,11.105468752548317
alaynius,11.105468752548317
alb,10.412321571988372
alban,11.105468752548317
albert,10.006856463880208
alberta,11.105468752548317
alberto,11.105468752548317
albertsons,11.105468752548317
album,8.2722554084921
albut,11.105468752548317
alcatel,11.105468752548317
alcatraz,11.105468752548317
alchy,11.105468752548317
alcohol,9.313709283320263
alcoholic,10.412321571988372
alde,11.105468752548317
alduin,11.105468752548317
ale,10.412321571988372
aleak,11.105468752548317
aled,11.105468752548317
aleeeexis,11.105468752548317
alejandro,10.412321571988372
aleksandar,11.105468752548317
alergic,10.412321571988372
alert,7.321279118630056
alesha,11.105468752548317
alex,8.965402589052047
alexa,10.700003644440153
alexander,10.006856463880208
alexandre,11.105468752548317
alexia,11.105468752548317
alexie,11.105468752548317
alexis,9.496030840114217
alexisnicolehodnett,11.105468752548317
alexiss,10.700003644440153
alexisssss,11.105468752548317
alexisssssssss,11.105468752548317
alexissssssssssss,11.105468752548317
alexx,10.412321571988372
alfcontact,10.700003644440153
algeria,10.412321571988372
algif,9.400720660309892
algo,11.105468752548317
algorithm,9.159558603493004
ali,10.700003644440153
alias,10.189178020674163
alibaba,9.496030840114217
alice,10.006856463880208
alicia,11.105468752548317
aliea,10.412321571988372
alien,9.601391355772043
alienvault,8.854176953941822
alienware,10.700003644440153
align,9.852705784052949
alike,10.700003644440153
alil,11.105468752548317
alittle,10.412321571988372
alive,8.187698020464037
alix,10.006856463880208
allah,11.105468752548317
allegation,11.105468752548317
allege,9.601391355772043
allegedly,9.852705784052949
allegheny,10.700003644440153
allergic,11.105468752548317
allergy,11.105468752548317
alley,10.189178020674163
alliance,10.189178020674163
allie,10.700003644440153
alligator,11.105468752548317
allison,10.006856463880208
alll,10.700003644440153
allll,11.105468752548317
allllllll,11.105468752548317
alllrighhhtyy,11.105468752548317
allo,10.700003644440153
allocation,9.400720660309892
allok,10.700003644440153
allow,5.755983099425881
allstate,11.105468752548317
allston,10.412321571988372
alltime,11.105468752548317
allz,10.412321571988372
almighty,10.700003644440153
almond,11.105468752548317
almosr,10.412321571988372
aloha,11.105468752548317
alok,11.105468752548317
alongside,11.105468752548317
alors,10.412321571988372
alos,11.105468752548317
alot,7.738172922561843
alott,11.105468752548317
alotta,10.700003644440153
alottttt,11.105468752548317
alpc,8.397418551446108
alpesh,11.105468752548317
alpha,8.466411422933058
alphabet,10.700003644440153
alphanumeric,10.700003644440153
alpine,10.412321571988372
alraedy,11.105468752548317
alread,11.105468752548317
alreadya,11.105468752548317
alright,8.243267871618848
alrightt,11.105468752548317
alrighty,11.105468752548317
alrite,11.105468752548317
alsa,11.105468752548317
alsalkini,11.105468752548317
alseep,10.189178020674163
alstrasoft,10.412321571988372
alt,10.006856463880208
altai,11.105468752548317
altenberg,11.105468752548317
alter,8.965402589052047
alternate,11.105468752548317
alternati,11.105468752548317
alternative,9.719174391428426
alternatively,10.700003644440153
alternator,10.700003644440153
altho,9.852705784052949
althoff,11.105468752548317
alto,9.719174391428426
alton,10.189178020674163
altsummit,11.105468752548317
altum,10.700003644440153
alum,10.412321571988372
aluminum,11.105468752548317
alwaysthink,10.412321571988372
alwayz,11.105468752548317
alwyz,11.105468752548317
alxeander,11.105468752548317
aly,10.700003644440153
alybrooke,11.105468752548317
alyssa,10.412321571988372
alzheimers,11.105468752548317
ama,10.700003644440153
amaing,11.105468752548317
amaretto,11.105468752548317
amarok,11.105468752548317
amasing,10.412321571988372
amateur,11.105468752548317
amaze,6.723442117874436
amazin,11.105468752548317
amazingg,11.105468752548317
amazingly,9.496030840114217
amazon,7.135176838996196
amazonkinesis,11.105468752548317
ambassador,11.105468752548317
amber,10.412321571988372
ambiance,11.105468752548317
ambien,10.700003644440153
ambitious,10.412321571988372
ambrose,11.105468752548317
ambulance,10.700003644440153
amc,11.105468752548317
amcache,11.105468752548317
amd,9.400720660309892
amdgpu,11.105468752548317
amel,11.105468752548317
amelia,11.105468752548317
amen,9.601391355772043
amendment,10.412321571988372
america,8.707573479749946
american,8.085043866403954
americascup,11.105468752548317
amf,10.700003644440153
ami,8.085043866403954
amici,11.105468752548317
amid,10.700003644440153
amidst,11.105468752548317
amigo,11.105468752548317
amir,10.700003644440153
amish,11.105468752548317
amit,10.700003644440153
ammmmm,11.105468752548317
ammmmmbbaaaaaa,11.105468752548317
ammyy,11.105468752548317
amnesia,11.105468752548317
amnesty,10.189178020674163
amor,10.412321571988372
amp,8.161029773381877
amplify,10.700003644440153
amputate,11.105468752548317
amqp,10.189178020674163
amsi,11.105468752548317
amsterdam,10.412321571988372
amt,10.700003644440153
amuse,9.719174391428426
amusement,10.412321571988372
amy,10.700003644440153
amyspace,11.105468752548317
amywhere,11.105468752548317
ana,10.700003644440153
anaconda,11.105468752548317
anagram,10.700003644440153
anal,10.006856463880208
anally,10.412321571988372
analog,10.412321571988372
analogy,10.189178020674163
analyser,11.105468752548317
analysis,7.671481548063171
analyst,9.090565732006052
analytica,10.412321571988372
analytical,11.105468752548317
analytics,8.215096994652153
analyze,8.579740108240062
analyzer,10.006856463880208
anand,11.105468752548317
anasuya,11.105468752548317
anatomy,11.105468752548317
ancestry,11.105468752548317
anchor,11.105468752548317
ancient,9.400720660309892
andd,11.105468752548317
anderson,10.700003644440153
andi,11.105468752548317
andre,9.719174391428426
andrea,10.189178020674163
andreas,10.700003644440153
andrei,11.105468752548317
andrew,8.802883659554272
andrii,11.105468752548317
andriod,11.105468752548317
andro,10.700003644440153
androi,10.189178020674163
android,6.391444161648144
andsubstance,11.105468752548317
andy,8.854176953941822
andys,11.105468752548317
andyuhrlike,11.105468752548317
ane,11.105468752548317
anecdotal,11.105468752548317
anf,11.105468752548317
ange,10.412321571988372
angel,8.854176953941822
angela,10.700003644440153
angeles,10.700003644440153
angelina,10.189178020674163
anger,9.400720660309892
angie,10.006856463880208
angle,9.601391355772043
angry,8.397418551446108
angst,11.105468752548317
angsuran,9.852705784052949
anguish,11.105468752548317
angularjs,9.852705784052949
angus,11.105468752548317
ani,10.700003644440153
anief,11.105468752548317
aniipv,11.105468752548317
animal,8.302108371641783
animate,9.852705784052949
animation,9.233666575646726
animatronic,10.412321571988372
anime,10.189178020674163
aniston,11.105468752548317
anit,11.105468752548317
anita,11.105468752548317
ankle,10.189178020674163
anlaysis,11.105468752548317
ann,10.006856463880208
anna,9.852705784052949
annapolis,11.105468752548317
annd,11.105468752548317
annddd,11.105468752548317
anne,10.189178020674163
annex,10.412321571988372
annie,11.105468752548317
anniston,11.105468752548317
anniv,11.105468752548317
anniversary,8.620562102760317
annmt,11.105468752548317
annnddd,11.105468752548317
annotation,10.189178020674163
annoucement,10.700003644440153
announce,7.045025742001898
announcement,8.908244175212097
annoy,7.738172922561843
annual,9.719174391428426
annvision,10.700003644440153
anomali,11.105468752548317
anomalous,10.700003644440153
anomalously,11.105468752548317
anomaly,11.105468752548317
anominous,11.105468752548317
anonamis,11.105468752548317
anonymization,10.700003644440153
anonymizes,11.105468752548317
anonymizing,11.105468752548317
anonymous,8.2722554084921
anonymously,10.189178020674163
anonymousness,11.105468752548317
anonymus,10.189178020674163
anorexic,11.105468752548317
anothe,11.105468752548317
anothers,11.105468752548317
anouncement,11.105468752548317
anouther,11.105468752548317
ansat,11.105468752548317
ansi,11.105468752548317
ansible,8.332880030308536
anson,11.105468752548317
ansvif,11.105468752548317
answer,7.053683804745012
ansys,10.700003644440153
ant,9.233666575646726
ante,11.105468752548317
antenna,9.601391355772043
anthem,10.189178020674163
anthony,10.006856463880208
anthropomorphic,11.105468752548317
anti,8.085043866403954
antibiotic,10.006856463880208
anticipate,10.412321571988372
anticipation,10.412321571988372
antiexploitation,10.700003644440153
antiquate,11.105468752548317
antirussian,11.105468752548317
antiviolence,11.105468752548317
antivirus,7.906795634997636
antix,10.700003644440153
antler,10.189178020674163
antminer,11.105468752548317
antrel,10.412321571988372
antsy,10.412321571988372
anubhav,11.105468752548317
anubis,11.105468752548317
anurag,11.105468752548317
anus,10.700003644440153
anwser,11.105468752548317
anxiety,11.105468752548317
anybodi,11.105468752548317
anybody,8.802883659554272
anyco,11.105468752548317
anyconnect,9.601391355772043
anygirl,11.105468752548317
anymo,11.105468752548317
anymore,7.550120691058903
anyoffice,10.189178020674163
anyones,11.105468752548317
anythang,11.105468752548317
anythanqq,11.105468752548317
anythinclude,11.105468752548317
anythingg,11.105468752548317
anytime,9.090565732006052
anyting,11.105468752548317
anytyme,11.105468752548317
anyways,8.579740108240062
anywho,11.105468752548317
anywhoo,11.105468752548317
anz,11.105468752548317
aoa,11.105468752548317
aoe,10.412321571988372
aoeblk,10.412321571988372
aoedisk,10.412321571988372
aol,11.105468752548317
aomei,11.105468752548317
aopa,11.105468752548317
apa,10.700003644440153
apaas,11.105468752548317
apac,10.006856463880208
apache,5.449476941728465
apachebigdata,11.105468752548317
apachecon,11.105468752548317
apachestruts,9.719174391428426
apachetomcat,11.105468752548317
aparicio,11.105468752548317
apart,10.189178020674163
apartment,9.400720660309892
ape,11.105468752548317
apf,11.105468752548317
apfs,10.700003644440153
api,7.454810511254578
apiary,11.105468752548317
apis,9.601391355772043
aplenty,11.105468752548317
aplikasi,9.852705784052949
apm,9.496030840114217
apocalypse,11.105468752548317
apologise,10.189178020674163
apologize,9.233666575646726
apology,10.189178020674163
app,6.382515530903842
appal,11.105468752548317
apparel,10.006856463880208
apparentl,10.412321571988372
apparently,8.397418551446108
appco,11.105468752548317
appdefense,11.105468752548317
appeal,9.233666575646726
appear,8.2722554084921
appearance,9.400720660309892
appease,10.700003644440153
applaud,10.700003644440153
applause,11.105468752548317
apple,6.7048657323015
applejeus,10.412321571988372
applemacos,11.105468752548317
applet,10.412321571988372
appliance,8.302108371641783
applic,11.105468752548317
applica,10.189178020674163
applicant,9.159558603493004
applicat,11.105468752548317
application,6.742370127759955
applocker,10.700003644440153
apply,8.161029773381877
appo,11.105468752548317
appoint,9.026027210868481
appointe,11.105468752548317
appointment,9.400720660309892
appointmentbookingpro,10.700003644440153
apport,9.852705784052949
appreciate,7.125787098646356
appreciation,11.105468752548317
appreciative,11.105468752548317
approach,8.707573479749946
approacheth,11.105468752548317
appropriate,10.006856463880208
approval,10.189178020674163
approve,10.189178020674163
approx,10.412321571988372
approximately,10.700003644440153
apps,6.230271429347166
appsec,10.412321571988372
appstore,11.105468752548317
appt,10.412321571988372
apptha,10.700003644440153
appx,11.105468752548317
apr,8.502779067103933
apri,10.700003644440153
apriciate,11.105468752548317
apricorn,10.700003644440153
apricot,10.700003644440153
apriiiiiiiiiiiill,11.105468752548317
april,7.173643119823992
aprit,11.105468752548317
aprove,11.105468752548317
apsb,7.027931308642597
apt,8.908244175212097
apts,10.412321571988372
aqree,11.105468752548317
aqua,10.412321571988372
aquarium,10.412321571988372
aquatic,11.105468752548317
aqui,10.700003644440153
arab,10.412321571988372
arabic,11.105468752548317
arabin,11.105468752548317
arbiitrary,10.700003644440153
arbit,10.412321571988372
arbitr,11.105468752548317
arbitra,11.105468752548317
arbitrary,6.146126752839612
arc,11.105468752548317
arcade,11.105468752548317
arch,8.161029773381877
archbang,11.105468752548317
archer,10.189178020674163
architect,10.700003644440153
architectural,11.105468752548317
architecture,9.496030840114217
archive,8.364628728623117
archiver,9.090565732006052
archlinux,11.105468752548317
arcmsr,8.908244175212097
arctic,10.700003644440153
arcuri,10.412321571988372
ardfheiseanna,11.105468752548317
area,8.431320103121788
areaseven,11.105468752548317
aree,9.852705784052949
areee,11.105468752548317
arent,9.719174391428426
arentcha,11.105468752548317
areola,11.105468752548317
areopostale,11.105468752548317
arfitech,11.105468752548317
arg,10.700003644440153
argentina,10.700003644440153
argh,8.466411422933058
arghh,10.700003644440153
arguably,11.105468752548317
argue,9.233666575646726
argument,9.852705784052949
argumentative,10.412321571988372
argus,10.700003644440153
ari,11.105468752548317
aria,11.105468752548317
arial,10.412321571988372
ariel,10.700003644440153
aries,11.105468752548317
arise,10.700003644440153
arista,9.719174391428426
arithmetic,11.105468752548317
arizona,10.700003644440153
ark,11.105468752548317
arkansas,10.700003644440153
arkei,11.105468752548317
arlington,10.700003644440153
arlo,10.412321571988372
arm,7.481127819571952
armage,11.105468752548317
armani,11.105468752548317
armchair,11.105468752548317
armenia,10.700003644440153
armor,11.105468752548317
armpit,11.105468752548317
armsrace,11.105468752548317
army,8.707573479749946
arnold,11.105468752548317
arnt,10.412321571988372
arnulf,11.105468752548317
aroundhuh,11.105468752548317
aroundme,11.105468752548317
arouse,10.189178020674163
arpit,10.700003644440153
arrange,10.700003644440153
arrangement,10.006856463880208
array,9.233666575646726
arrest,8.802883659554272
arris,11.105468752548317
arrive,8.663121717179113
arrogance,10.700003644440153
arrogant,11.105468752548317
arrow,11.105468752548317
arrrg,11.105468752548317
arrrgghhh,10.412321571988372
arrrghghghghhhhh,11.105468752548317
arsclan,10.412321571988372
arse,9.400720660309892
arsehole,10.412321571988372
arsenal,9.233666575646726
arsenio,10.189178020674163
arshjyot,11.105468752548317
arsonist,11.105468752548317
arstec,11.105468752548317
arstechnic,11.105468752548317
arstechnica,10.412321571988372
art,8.466411422933058
artefact,11.105468752548317
arthur,11.105468752548317
arthursnightmare,11.105468752548317
article,6.908266804886509
articulate,11.105468752548317
artif,10.700003644440153
artifact,10.006856463880208
artificial,9.601391355772043
artificialintelligence,10.412321571988372
artificially,10.412321571988372
artile,10.412321571988372
artillery,11.105468752548317
artist,9.601391355772043
artistic,10.412321571988372
aruba,11.105468752548317
aruge,11.105468752548317
arv,10.412321571988372
aryalinux,11.105468752548317
asa,10.412321571988372
asaftd,10.700003644440153
asan,11.105468752548317
asap,8.014426299190001
asc,9.026027210868481
ascii,10.412321571988372
asconn,11.105468752548317
asd,10.189178020674163
ase,10.700003644440153
asert,11.105468752548317
asf,11.105468752548317
ashamed,11.105468752548317
ashford,11.105468752548317
ashish,11.105468752548317
ashlee,9.852705784052949
ashleeee,11.105468752548317
ashley,9.496030840114217
ashlie,11.105468752548317
ashton,10.412321571988372
ashwin,11.105468752548317
asia,11.105468752548317
asiaafrica,11.105468752548317
asiahitgroup,10.412321571988372
asian,8.620562102760317
aside,10.189178020674163
asinine,11.105468752548317
ask,6.234095525785569
asken,11.105468752548317
askin,10.700003644440153
askk,11.105468752548317
askwpb,11.105468752548317
asl,11.105468752548317
asleep,9.496030840114217
aslr,9.601391355772043
asm,9.496030840114217
asp,10.412321571988372
aspect,9.233666575646726
aspecto,11.105468752548317
aspie,11.105468752548317
aspire,10.412321571988372
asplode,11.105468752548317
asr,11.105468752548317
asrar,11.105468752548317
ass,9.233666575646726
assad,11.105468752548317
assailant,11.105468752548317
assassin,11.105468752548317
assassinate,11.105468752548317
assassination,11.105468752548317
assault,10.189178020674163
asscheeks,11.105468752548317
assclowns,10.412321571988372
assed,10.189178020674163
assemb,10.700003644440153
assemble,10.412321571988372
assembler,10.700003644440153
assembly,9.026027210868481
assess,11.105468752548317
assessment,8.965402589052047
asset,10.189178020674163
assetmanagement,11.105468752548317
assfuck,11.105468752548317
asshat,11.105468752548317
asshole,8.663121717179113
assholeman,10.412321571988372
asshxxes,11.105468752548317
assign,9.852705784052949
assignment,10.189178020674163
assing,11.105468752548317
assist,8.502779067103933
assistance,9.496030840114217
assistant,9.026027210868481
asskk,11.105468752548317
assmartini,10.412321571988372
associate,9.090565732006052
association,10.189178020674163
assortment,11.105468752548317
assume,8.215096994652153
assumption,11.105468752548317
assurance,10.006856463880208
assure,10.006856463880208
asswhole,11.105468752548317
asswipe,10.700003644440153
ast,9.852705784052949
asta,11.105468752548317
aster,10.700003644440153
asterisk,9.400720660309892
astley,11.105468752548317
aston,11.105468752548317
astonish,10.412321571988372
astound,11.105468752548317
astoundingly,10.412321571988372
astroboffins,11.105468752548317
astronaut,10.412321571988372
astute,11.105468752548317
asudden,11.105468752548317
asus,10.412321571988372
asustor,9.719174391428426
asuswrt,9.233666575646726
asvice,11.105468752548317
aswell,10.412321571988372
aswesome,11.105468752548317
aswf,11.105468752548317
asyncos,10.700003644440153
asz,11.105468752548317
atat,10.700003644440153
atbox,11.105468752548317
atcq,10.412321571988372
atd,11.105468752548317
aterm,11.105468752548317
atgm,11.105468752548317
athar,11.105468752548317
atheist,9.852705784052949
atheletes,10.412321571988372
atheme,11.105468752548317
athemes,10.189178020674163
athenago,10.700003644440153
athiest,11.105468752548317
athlete,10.006856463880208
athletic,10.700003644440153
ati,11.105468752548317
